id,user_id,title,description,address,price,distance,apartment_size,room_size,roommates,bathrooms
129,239,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1264.41,1.9,4.4,11.9,2,2
130,242,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",883.62,3.0,3.4,18.8,4,2
131,244,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",838.25,1.4,4.5,17.2,4,2
132,245,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",936.33,2.3,2.1,12.4,2,1
133,249,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1186.16,0.6,4.5,23.6,3,2
134,255,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1073.01,2.1,3.8,18.3,1,1
135,258,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",981.54,3.0,2.8,12.9,3,2
136,259,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1013.2,2.5,3.0,21.5,1,1
137,260,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1373.09,3.0,2.6,12.2,3,2
138,264,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",965.35,1.8,4.8,18.1,3,1
139,265,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1878.28,0.9,4.6,23.0,2,2
140,266,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1779.16,2.4,2.9,13.0,3,1
141,269,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1232.74,0.9,2.8,15.3,1,1
142,273,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1445.89,1.6,4.9,15.4,4,1
143,274,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1066.99,0.7,2.9,21.9,2,2
144,276,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1675.52,2.4,3.6,15.2,4,2
145,277,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1232.52,0.6,4.1,21.5,4,1
146,278,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",1542.4,2.0,4.5,11.2,4,2
147,279,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",1922.91,0.9,3.4,13.4,4,2
148,281,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",1105.41,1.0,4.9,21.6,3,2
149,284,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1949.94,2.5,2.7,16.6,1,2
150,287,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1916.34,0.7,2.4,12.1,1,2
151,288,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",901.29,2.7,2.3,20.2,1,2
152,290,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",995.27,2.9,4.7,21.8,2,1
153,291,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1289.34,0.9,2.5,17.3,2,2
154,293,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1133.41,2.4,2.0,14.4,4,2
155,294,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1896.79,2.4,3.1,24.7,3,2
156,295,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1623.09,0.9,3.9,10.9,1,1
157,296,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1864.34,1.2,4.6,22.4,4,2
158,298,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1695.54,0.7,3.7,10.9,2,2
159,304,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1541.16,2.9,2.1,12.8,3,1
160,306,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1573.01,1.3,3.8,14.4,4,1
161,307,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1743.83,1.4,4.0,22.4,4,2
162,309,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",810.4,2.1,3.3,22.9,2,1
163,310,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1376.69,1.1,4.8,12.4,4,2
164,311,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1040.58,1.9,4.6,18.8,2,2
165,313,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",937.08,2.4,2.2,23.8,1,2
166,318,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",864.59,1.1,4.3,10.5,1,1
167,319,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1042.46,1.9,4.7,23.8,3,2
168,320,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",1251.71,1.6,4.9,17.6,1,1
169,321,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1135.95,0.9,3.9,10.0,3,2
170,326,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",837.24,2.9,4.7,13.6,1,1
171,327,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1321.77,1.9,4.1,12.1,2,2
172,330,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1705.81,2.8,2.5,12.6,4,2
173,331,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1786.18,1.0,3.5,23.6,2,1
174,332,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1577.76,1.0,4.0,17.5,1,1
175,333,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1685.31,2.1,4.8,12.1,3,1
176,334,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",895.54,1.5,4.1,18.0,1,1
177,335,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",907.53,2.9,2.2,18.6,2,1
178,336,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",1566.57,2.6,2.5,17.2,1,1
179,339,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1538.81,0.7,3.6,10.6,2,1
180,342,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1458.56,1.4,4.5,14.5,2,2
181,343,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",1508.61,2.6,4.9,15.1,2,1
182,346,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",1611.2,2.3,3.4,19.9,3,2
183,347,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1957.03,0.7,4.8,16.0,3,1
184,349,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",840.88,2.3,4.5,17.0,3,1
185,352,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1868.28,2.5,2.1,22.8,3,1
186,357,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1323.2,1.9,2.5,23.4,1,1
187,358,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1074.42,0.9,4.4,21.2,2,1
188,359,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1253.56,1.4,2.8,13.5,4,1
189,361,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",879.75,1.9,2.0,14.0,1,1
190,362,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1402.44,1.5,3.0,15.7,3,2
191,364,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1514.1,2.7,4.9,15.1,2,2
192,366,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",1945.8,1.2,4.2,13.7,4,2
193,368,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1898.83,2.8,3.1,24.6,4,1
194,369,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1929.2,1.5,4.1,15.7,2,1
195,372,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",1653.15,0.9,2.3,20.3,4,2
196,373,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1776.72,1.3,2.5,11.3,4,2
197,374,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1759.28,2.5,3.6,14.0,2,1
198,376,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",1043.89,2.3,3.3,14.3,2,1
199,379,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1737.55,3.0,2.6,14.9,4,2
200,381,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1987.55,2.7,2.2,20.4,1,1
201,383,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",911.74,2.9,4.7,20.3,1,2
202,384,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",1502.35,1.5,2.2,17.3,1,1
203,389,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1814.27,2.5,3.0,22.1,3,1
204,390,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1895.65,1.4,4.3,11.3,2,1
205,392,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1370.86,0.8,2.3,12.0,1,1
206,393,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",1811.78,0.7,3.6,16.7,1,2
207,395,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",927.8,2.0,2.6,15.3,4,2
208,396,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",942.76,1.1,3.7,14.8,2,2
209,397,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1889.7,2.1,4.7,17.0,4,1
210,399,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1895.27,2.6,3.2,14.9,3,1
211,401,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",1425.47,1.4,4.2,24.8,1,1
212,402,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",1073.64,2.0,4.8,15.0,3,1
213,407,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1722.58,2.0,4.3,22.5,1,2
214,409,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1807.98,2.2,2.6,21.1,1,2
215,410,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",892.89,2.0,2.9,23.3,1,1
216,411,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1559.72,2.4,2.1,20.0,3,1
217,417,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",948.91,1.4,2.7,11.7,2,2
218,420,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1454.8,2.4,3.8,18.5,2,2
219,425,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1053.14,1.4,5.0,11.9,4,1
220,430,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1702.16,2.4,2.2,24.8,2,2
221,431,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1898.96,2.1,5.0,11.2,4,2
222,436,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",1378.32,1.7,3.5,14.6,4,1
223,437,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1966.96,2.0,3.3,13.3,2,2
224,439,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1906.49,1.0,2.1,20.1,4,2
225,440,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",802.02,0.6,4.8,16.2,4,1
226,441,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1940.86,0.7,2.3,19.1,3,1
227,442,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",803.39,0.5,3.0,21.9,3,1
228,444,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bahnhofstrasse 25, 9000 St. Gallen",1831.38,2.8,3.6,21.5,3,1
229,447,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Davidstrasse 10, 9000 St. Gallen",1508.37,1.7,4.8,21.0,4,2
230,448,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Schibenertorstrasse 3, 9000 St. Gallen",1047.4,1.0,2.2,23.3,4,1
231,451,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Museumstrasse 7, 9000 St. Gallen",1878.42,2.1,3.3,22.9,1,1
232,453,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Tigerbergstrasse 12, 9000 St. Gallen",960.49,2.9,3.0,24.6,1,1
233,455,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Unterer Graben 20, 9000 St. Gallen",1206.15,1.8,3.2,19.3,1,1
234,456,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Oberer Graben 11, 9000 St. Gallen",1715.41,3.0,4.5,23.4,2,2
235,457,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Leonhardsstrasse 30, 9000 St. Gallen",1254.2,1.3,4.1,17.7,4,2
236,461,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Gerbergasse 17, 9000 St. Gallen",894.67,2.0,2.9,14.0,4,2
237,462,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Winkelriedstrasse 22, 9000 St. Gallen",1646.58,1.4,3.2,20.5,4,2
238,464,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengasse 4, 9000 St. Gallen",1444.68,2.0,2.5,11.8,3,1
239,465,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Webergasse 13, 9000 St. Gallen",1430.69,2.6,2.9,23.6,1,1
240,466,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Kornhausstrasse 19, 9000 St. Gallen",1395.7,1.8,3.6,16.9,1,2
241,469,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Rosenbergstrasse 51, 9000 St. Gallen",843.71,0.9,4.1,19.0,4,2
242,470,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Brühlgasse 20, 9000 St. Gallen",1649.57,2.7,4.8,16.1,3,1
243,472,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Neugasse 7, 9000 St. Gallen",1306.76,2.5,3.6,11.3,2,1
244,475,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Marktplatz 5, 9000 St. Gallen",1816.77,1.2,3.2,15.9,4,2
245,477,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Gallusstrasse 10, 9000 St. Gallen",1503.42,1.1,4.0,18.5,4,1
246,480,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Vadianstrasse 3, 9000 St. Gallen",1190.36,2.6,4.7,10.6,3,1
247,482,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Multergasse 4, 9000 St. Gallen",1695.87,2.9,4.9,11.9,2,1
248,485,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Bohl 1, 9000 St. Gallen",1705.4,0.8,4.8,14.3,2,2
249,486,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Engelgasse 12, 9000 St. Gallen",1566.1,2.7,3.4,24.6,4,1
250,487,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Poststrasse 10, 9000 St. Gallen",1403.32,2.3,4.8,17.0,2,1
251,489,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Notkerstrasse 6, 9000 St. Gallen",1486.14,0.9,3.9,15.2,1,1
252,490,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Zwinglistrasse 15, 9000 St. Gallen",1104.08,1.0,3.5,15.0,3,2
253,492,Spacious Rooms in Prime Location,Spacious flat with great natural light and modern appliances.,"Schützengarten 8, 9000 St. Gallen",1436.59,2.2,3.5,15.1,1,1
254,493,Quiet Flat with a Great View,A quiet retreat with all necessary amenities for a comfortable stay.,"Stadthausgasse 5, 9000 St. Gallen",1774.71,1.8,4.7,23.4,1,1
255,495,Stylish Apartment in St. Gallen,An affordable option for students and young professionals.,"Lämmlisbrunnenstrasse 2, 9000 St. Gallen",1637.46,2.2,2.5,15.0,1,2
256,496,Modern Apartment in the City,"Perfect for students, close to amenities and public transport.","Spisergasse 18, 9000 St. Gallen",1215.19,3.0,2.4,13.8,1,2
257,499,Affordable Flat for Students,Cozy apartment with modern furnishings and a central location.,"Rathausgasse 9, 9000 St. Gallen",1554.88,1.8,4.6,21.9,3,1
